source,target,weight
user1615,user1711,2
user1629,user1386,3
user1711,user1615,1
user1201,user1747,4
user1396,user1747,1
user1747,user1396,1
user1693,user1556,1
user1556,user1693,1
user1487,user1,2
user1,user1487,2
user36,user1748,1
user1748,user36,1
user1746,user1686,2
user1746,user861,1
user1,user120,3
user1,user1749,1
user1576,user1383,2
user1556,user545,4
user1490,user1334,1
user1334,user1490,1
user1750,user1334,1
user1366,user1201,3
user537,user1366,1
user1562,user1690,3
user1657,user1731,3
user1629,user1475,2
user1366,user1751,1
user1751,user1366,1
user1751,user705,1
user705,user1751,1
user537,user1576,1
user1576,user1752,2
user1752,user1576,2
user1751,user1754,1
user1754,user1751,1
user1576,user537,1
user1751,user1744,1
user1744,user1751,1
user1721,user1744,2
user1629,user1744,1
user1744,user1629,1
user1746,user1585,1
user1585,user1746,1
user1744,user1721,1
user1725,user545,1
user1322,user1744,1
user537,user1386,4
user1366,user363,2
user1527,user1752,1
user1752,user1527,1
user41,user304,1
user1756,user1744,1
user1757,user1744,1
user1744,user1757,1
user1366,user822,1
user1756,user1585,2
user178,user1758,3
user1756,user822,-1
user1758,user178,3
user1759,user1591,10
user41,user1591,1
user1615,user1735,1
user1585,user1756,-10
user905,user1756,-10
user1487,user1756,-10
user1744,user1756,-10
user1562,user1756,-10
user1499,user1396,3
user1674,user1714,2
user1685,user1684,2
user1685,user1662,2
user1754,user1675,1
user1675,user1754,1
user1591,user41,1
user1591,user222,5
user1591,user1695,5
user1591,user1759,5
user546,user1744,1
user1591,user905,4
user1744,user546,1
user1591,user1756,-10
user1615,user1760,1
user1760,user1615,1
user540,user1591,1
user1591,user540,2
user36,user1745,2
user1745,user36,2
user1281,user1539,2
user304,user1386,3
user1761,user36,3
user36,user1615,1
user1615,user36,1
user1565,user1583,1
user1583,user1565,1
user1317,user1615,3
user1317,user1762,2
user1762,user1317,2
user1317,user535,4
user1714,user535,2
user1762,user1526,2
user1526,user1762,2
user1744,user1476,1
user1585,user1657,1
user1744,user1763,1
user1245,user1754,1
user1754,user1245,1
user1755,user1744,2
user1765,user1752,1
user1555,user425,1
user425,user1555,2
user36,user1761,2
user1674,user1766,2
user1766,user1674,5
user1383,user1767,1
user1767,user1383,1
user1615,user1768,1
user1768,user1615,1
user1763,user1744,10
user1752,user1222,1
user1222,user1752,1
user1758,user1386,-2
user178,user1770,1
user1770,user178,1
user905,user1317,5
user1396,user1763,1
user1763,user1396,1
user1689,user1771,2
user1201,user425,7
user425,user1396,7
user1396,user425,7
user1762,user1771,2
user1585,user1714,1
user1754,user1771,1
user35,user1755,1
user1615,user1465,1
user1615,user1671,-10
user1690,user1769,1
user1744,user1539,2
user1744,user1556,5
user1556,user1744,5
user1693,user1512,1
user41,user1562,2
user1714,user1735,1
user1735,user1714,1
user1714,user1674,2
user1555,user1576,2
user1576,user1555,2
user1539,user1693,2
user1657,user1576,1
user1576,user1657,1
user1386,user1674,1
user1674,user1386,5
user178,user1772,1
user1771,user178,2
user592,user1562,1
user1562,user592,1
user363,user905,1
user905,user363,1
user1562,user350,1
user350,user1562,1
user1562,user36,2
user1383,user1773,1
user1773,user1383,1
user1773,user1693,1
user178,user1771,2
user1744,user1775,1
user1775,user1744,1
user1490,user1775,2
user425,user25,-10
user1771,user25,10
user1465,user1615,1
user1754,user1776,1
user425,user1366,2
user1366,user425,2
user425,user4,5
user1693,user537,1
user1666,user1777,3
user1612,user1383,5
user1771,user204,1
user1396,user1772,1
user1714,user1585,2
user1556,user1771,2
user1771,user1556,1
user1744,user905,1
user36,user1562,2
user1366,user1512,2
user1512,user1366,1
user1555,user1778,1
user1555,user1693,4
user1778,user1555,1
user1690,user1562,1
user1562,user1730,3
user1562,user1744,1
user1555,user1744,2
user1744,user1555,2
user1744,user1562,1
user1366,user1722,1
user1722,user1366,1
user1744,user1780,1
user1780,user1744,1
user1366,user961,1
user961,user1366,1
user1744,user1740,1
user1386,user1317,5
user1722,user1317,4
user1317,user1722,4
user1740,user1744,1
user1771,user1757,1
user340,user1764,4
user340,user917,4
user1779,user1744,2
user1771,user1782,1
user592,user1693,1
user1693,user592,1
user4,user425,5
user1782,user1771,3
user1778,user905,1
user35,user1784,1
user104,user1396,5
user1217,user1785,1
user1785,user1217,1
user35,user1786,1
user1786,user35,1
user1779,user1787,8
user1787,user1779,10
user1744,user1779,2
user1784,user732,2
user1784,user1771,2
user1784,user35,2
user304,user1754,1
user1730,user1562,3
user1396,user545,4
user1689,user304,1
user304,user1689,1
user178,user25,5
user1736,user1556,3
user1777,user1666,3
user1556,user1736,4
user1771,user1,2
user1771,user1317,2
user425,user1744,2
user1693,user1789,1
user1789,user1693,1
user1789,user178,1
user178,user1693,1
user178,user1789,1
user1771,user1754,1
user1771,user1788,1
user1788,user1771,1
user1788,user35,1
user1754,user1790,1
user1790,user1754,1
user1437,user1792,5
user1792,user1437,5
user1778,user1791,3
user304,user1794,2
user1736,user1788,2
user1788,user1736,2
user1693,user1744,1
user1744,user1693,1
user732,user1765,2
user1765,user732,3
user1765,user35,2
user35,user1796,1
user1796,user35,1
user1744,user1245,1
user1245,user1744,1
user1744,user1322,1
user1,user1693,2
user353,user1366,7
user178,user1797,1
user1797,user178,1
user1317,user1714,1
user35,user1788,1
user1797,user35,1
user1797,user1744,1
user1386,user1725,1
user1615,user1798,1
user1798,user1615,1
user1771,user304,2
user304,user1771,2
user1383,user1725,2
user1790,user1771,2
user1771,user1790,1
user1788,user1799,1
user1799,user1788,1
user1383,user363,1
user722,user1611,1
user1576,user1771,2
user1771,user1576,2
user1702,user7,1
user93,user1744,2
user1744,user93,2
user1771,user1800,1
user1800,user1771,1
user1487,user1565,1
user1565,user1487,1
user1693,user1585,1
user1585,user1693,1
user1792,user775,5
user540,user1799,1
user722,user1366,1
user722,user1386,2
user1744,user1801,1
user1801,user1744,1
user1693,user1746,1
user1746,user1693,1
user1714,user1802,2
user1744,user1281,1
user905,user1803,1
user35,user1795,1
user1795,user35,2
user937,user1677,1
user1677,user937,1
user1693,user1281,1
user1281,user1693,1
user1675,user309,-10
user1675,user1693,2
user1744,user1675,1
user1185,user69,1
user35,user1797,1
user35,user1800,1
user35,user1386,2
user1386,user35,2
user1799,user1765,1
user1765,user1799,1
user1677,user1,1
user1799,user540,1
user1765,user1585,3
user1585,user1765,1
user1,user1245,1
user1245,user1,1
user1386,user1095,1
user1095,user1386,2
user1746,user1714,1
user1746,user1804,1
user1714,user1804,1
user1804,user1746,1
user1714,user1746,1
user1804,user1714,1
user1095,user1802,1
user1095,user1680,1
user1334,user592,2
user592,user1334,1
user1771,user937,1
user937,user1771,1
user184,user1660,-1
user184,user1662,-5
user1771,user1805,1
user1805,user1771,1
user1702,user35,3
user1776,user1754,2
user1095,user1788,2
user1788,user1095,1
user1317,user1776,2
user1776,user1317,3
user1417,user1053,1
user135,user1334,1
user705,user1714,1
user1714,user705,1
user705,user1334,3
user1585,user1773,1
user1677,user309,-1
user1802,user1585,1
user1800,user35,1
user35,user1806,1
user1806,user35,1
user204,user1744,1
user1744,user204,1
user1744,user1807,1
user1807,user1744,1
user1677,user1693,1
user1624,user1806,1
user1281,user1,1
user1,user1281,1
user1744,user1808,1
user1808,user1744,1
user1677,user1809,1
user1809,user1677,1
user1809,user25,1
user1809,user1348,1
user1348,user1809,1
user1771,user1704,1
user1771,user823,2
user304,user1704,3
user35,user1095,1
user1095,user35,1
user1714,user1803,1
user1803,user1714,1
user1753,user184,2
user1753,user1811,1
user1811,user1753,1
user1366,user540,1
user540,user1366,1
user1366,user1714,1
user1714,user1366,1
user1281,user1799,1
user1799,user1281,1
user775,user1792,1
user775,user1720,1
user1201,user135,4
user1201,user1487,4
user1487,user1201,4
user1803,user905,2
user184,user1753,2
user1809,user88,1
user395,user1809,5
user1809,user1464,1
user1334,user1677,2
user1677,user1334,2
user35,user1812,1
user1744,user1677,1
user1677,user1744,2
user1281,user1771,-1
user415,user1771,-1
user1809,user1813,1
user1813,user1809,1
user1809,user777,1
user1771,user722,1
user722,user1771,1
user1585,user25,10
user1201,user178,2
user1366,user1802,1
user353,user1383,4
user1802,user1366,1
user1615,user1814,1
user1814,user1615,1
user1585,user174,3
user1771,user905,1
user174,user1585,3
user1334,user1034,2
user1034,user1334,1
user35,user1808,1
user1677,user1499,1
user1499,user1675,1
user1675,user1499,1
user1317,user1366,3
user1366,user1816,1
user1816,user1366,1
user1585,user882,2
user1693,user1817,1
user1817,user1693,2
user1812,user35,1
user1366,user1818,1
user1818,user1366,1
user1555,user1764,1
user1764,user1555,1
user1764,user340,1
user1568,user1366,1
user1714,user1819,1
user1366,user1568,1
user1386,user1731,1
user1731,user1386,1
user592,user1714,1
user1714,user592,1
user1568,user1788,1
user1788,user1568,1
user1819,user1714,1
user1334,user1714,2
user1802,user1714,2
user1556,user36,2
user36,user1556,1
user36,user1821,1
user1366,user1822,1
user1822,user1366,2
user1386,user1366,3
user1366,user1386,3
user1386,user192,1
user1386,user1680,1
user1386,user309,3
user304,user363,2
user1765,user1281,1
user1670,user1244,2
user1334,user1244,2
user1771,user1731,2
user1201,user1317,4
user1771,user1281,-1
user1771,user1334,1
user1334,user1771,1
user1317,user1803,1
user1803,user1317,1
user1317,user309,4
user1352,user4,3
user4,user1352,3
user1185,user309,-10
user1806,user1771,1
user1771,user1806,1
user1555,user1585,6
user1095,user1334,1
user1670,user1334,1
user1322,user1383,1
user1334,user1820,2
user1788,user1322,1
user1322,user1788,1
user465,user1556,8
user425,user1,10
user1386,user1,8
user1334,user1554,2
user425,user1773,1
user1556,user1487,1
user36,user1774,3
user1585,user1811,1
user35,user1823,2
user1823,user35,1
user1751,user1824,1
user1824,user1751,1
user1686,user1746,1
user1686,user1690,1
user1690,user1686,1
user270,user184,1
user184,user270,1
user1771,user1820,1
user1820,user1771,1
user1701,user1714,3
user1487,user309,2
user1201,user309,3
user1744,user1825,1
user1825,user1744,1
user1798,user1826,5
user1826,user1798,5
user1826,user497,5
user7,user1686,2
user1686,user7,1
user1386,user1565,1
user523,user1827,1
user1595,user1626,1
user1626,user1595,1
user905,user1820,1
user1771,user1714,2
user1714,user1352,2
user1352,user39,2
user39,user1352,2
user722,user1827,2
user1808,user1788,1
user1788,user1808,1
user1753,user1820,2
user13,user1366,1
user1366,user13,1
user1612,user1753,2
user1753,user1612,2
user1753,user1788,2
user1788,user1753,2
user1820,user1753,3
user1821,user36,1
user309,user1752,-3
user1820,user905,2
user13,user1794,1
user1794,user13,1
user1,user304,3
user1185,user1828,1
user1828,user1185,1
user1670,user1185,2
user1185,user1670,2
user1555,user1386,7
user309,user1352,2
user1396,user1752,-2
user1386,user1334,1
user1690,user1829,3
user1829,user1690,3
user1201,user1386,9
user1690,user832,-10
user1744,user1830,1
user1830,user1744,1
user905,user1793,1
user905,user1714,3
user390,user36,1
user36,user390,2
user1744,user1793,2
user545,user35,4
user35,user545,4
user36,user1831,1
user1831,user36,1
user1753,user1,2
user1352,user1832,1
user1832,user1352,1
user13,user1833,1
user1833,user13,3
user104,user23,10
user1752,user1757,4
user1757,user1752,4
user1802,user1,1
user1802,user1386,2
user1,user1802,1
user1386,user1802,1
user35,user1834,1
user36,user1835,1
user1835,user36,1
user1317,user1757,1
user1757,user1317,1
user35,user1836,1
user1352,user1555,3
user1555,user1352,3
user905,user1837,1
user1334,user1838,1
user1838,user1334,1
user1838,user35,1
user1833,user905,3
user1583,user1810,1
user1810,user1583,1
user1753,user1499,5
user1185,user1839,5
user1839,user1840,8
user1839,user1185,5
user905,user1841,1
user1841,user905,1
user1840,user1839,5
user425,user1840,1
user1840,user425,1
user905,user465,1
user1675,user1714,1
user1714,user1675,2
user1764,user1769,5
user1714,user1839,2
user1839,user1714,2
user1820,user539,1
user539,user1820,1
user1842,user1317,1
user1317,user1842,1
user1615,user1842,1
user1769,user1764,5
user1403,user1772,1
user1317,user35,3
user1769,user1566,2
user1842,user1615,1
user1842,user1487,1
user1620,user1584,1
user1584,user1620,1
user1487,user1556,1
user1487,user1842,2
user1712,user1843,5
user1844,user1843,1
user1843,user1712,5
user1317,user1201,6
user135,user1845,1
user1281,user1657,-1
user1585,user1352,1
user1753,user1782,1
user1782,user1753,1
user1386,user1811,1
user1771,user13,1
user1,user823,3
user1843,user1844,5
user1,user540,1
user1201,user1846,4
user1565,user104,1
user1487,user1847,1
user1847,user1487,1
user104,user1565,2
user1719,user1847,5
user1846,user1690,5
user1846,user29,7
user1690,user1846,5
user13,user493,3
user493,user13,3
user1656,user1185,8
user1185,user1656,8
user1584,user1662,-1
user1352,user1585,1
user1810,user1848,1
user1201,user25,10
user1848,user1810,2
user1677,user112,1
user112,user1677,1
user135,user905,2
user1829,user1620,1
user1317,user1829,3
user1829,user1317,2
user1833,user1752,1
user1317,user882,4
user1317,user1849,1
user1317,user1850,1
user1850,user1317,1
user1752,user1833,1
user1845,user1769,1
user1845,user135,1
user1352,user239,3
user1487,user1512,2
user1512,user1487,1
user1317,user1785,2
user1615,user1785,2
user546,user1510,1
user1773,user523,1
user1771,user1851,1
user1851,user1771,2
user1447,user1,1
user1693,user1510,1
user1548,user1765,1
user1765,user1548,1
user1849,user1317,1
user1771,user1852,1
user1852,user1771,1
user1185,user1334,1
user1334,user1185,1
user304,user1788,1
user1788,user304,1
user1853,user1771,1
user1487,user25,10
user322,user1854,1
user1487,user1855,1
user1771,user1773,1
user1773,user1771,1
user1802,user1348,1
user1693,user1487,1
user1771,user1348,1
user1348,user1771,1
user1771,user1856,1
user1856,user1771,1
user1853,user1585,1
user905,user1677,1
user546,user1222,1
user1222,user546,1
user592,user1348,1
user1348,user592,1
user905,user1853,-10
user1585,user1853,-10
user1690,user1853,-10
user1785,user1317,1
user1785,user1615,1
user309,user1,5
user309,user905,3
user1,user1714,2
user1677,user1857,1
user7,user1858,1
user1543,user1859,2
user1859,user1543,2
user1701,user523,1
user523,user1701,1
user1677,user1245,2
user1245,user1677,2
user1857,user35,1
user35,user1857,1
user1757,user1366,1
user1366,user1757,1
user1677,user1860,1
user1860,user1677,1
user1386,user1510,-5
user1701,user1744,1
user1744,user1701,1
user905,user1861,1
user1860,user523,1
user1861,user905,1
user1677,user1826,1
user1612,user1771,1
user1771,user1612,1
user1809,user395,1
user1585,user1512,2
user309,user1862,-10
user1386,user1862,-10
user309,user1714,1
user26,user1863,2
user1386,user1714,1
user1487,user1386,5
user1714,user309,1
user1357,user523,1
user309,user1677,-1
user1585,user1546,1
user1863,user26,2
user1546,user1585,1
user1185,user1864,4
user1864,user1185,6
user1744,user13,1
user13,user1744,1
user1771,user1865,1
user1865,user1771,1
user882,user1317,1
user882,user1,5
user523,user1357,1
user523,user1867,1
user523,user1383,2
user1585,user304,3
user1866,user1771,5
user1771,user1866,5
user1185,user1868,1
user35,user1838,1
user35,user1869,1
user1869,user35,1
user882,user1860,1
user1860,user882,1
user882,user25,-10
user1686,user1620,1
user1868,user1185,1
user882,user1870,1
user882,user1585,2
user1746,user1771,1
user1744,user846,1
user1487,user1811,1
user1811,user1487,1
user846,user1744,1
user1744,user1871,1
user1771,user1746,1
user1487,user1383,3
user1317,user1463,1
user1463,user1317,1
user1819,user1744,1
user1744,user1819,1
user1771,user1744,5
user905,user1873,1
user1873,user905,1
user882,user905,1
user1771,user1874,1
user1874,user1771,1
user1352,user1753,-3
user1690,user1875,2
user546,user1876,1
user546,user1348,1
user1348,user546,1
user1875,user1690,2
user1876,user546,1
user1872,user1744,1
user1744,user1872,1
user1334,user1744,1
user1744,user1334,1
user1715,user1348,1
user1348,user1715,1
user1357,user546,3
user846,user1771,1
user1872,user1771,1
user1771,user1872,1
user1771,user846,1
user1771,user1871,1
user1871,user1771,1
user1348,user1317,1
user1317,user1348,1
user1840,user1482,1
user1482,user1840,1
user905,user7,2
user7,user905,3
user415,user1492,8
user1492,user415,8
user1771,user1765,2
user1765,user1771,2
user1656,user1877,1
user1656,user1386,-3
user1811,user1656,1
user1539,user1615,5
user1690,user1878,4
user1878,user1690,5
user1811,user1512,1
user1512,user1811,1
user35,user1879,1
user1,user1316,5
user1620,user1686,1
user1620,user1829,1
user1386,user1620,3
user1639,user537,1
user1873,user1880,1
user1880,user1873,1
user1873,user1881,1
user1527,user546,1
user546,user1527,1
user1881,user1873,1
user1713,user1001,6
user1880,user1771,1
user1771,user1882,2
user1882,user1771,2
user546,user1880,1
user1873,user1860,1
user1860,user1873,1
user1879,user35,1
user1318,user1877,10
user1879,user1771,1
user1771,user1879,1
user1585,user1883,1
user1883,user1585,1
user1864,user523,2
user309,user25,-10
user1754,user1317,1
user1317,user1754,1
user905,user1880,1
user1880,user905,1
user1317,user135,5
user1771,user1884,1
user1884,user1771,1
user1107,user1885,4
user1885,user1107,4
user1677,user1885,1
user539,user1554,1
user1886,user256,1
user1885,user1887,2
user1556,user1677,1
user1677,user1556,1
user1887,user1885,1
user1876,user523,1
user256,user523,2
user1317,user1555,1
user1555,user1317,1
user905,user1888,1
user882,user1693,1
user882,user1888,2
user1885,user1677,2
user905,user1889,1
user1889,user905,1
user523,user1864,1
user57,user1,7
user1860,user1889,1
user1889,user1860,1
user1889,user523,1
user523,user1860,1
user523,user1889,1
user905,user882,1
user523,user1891,1
user1891,user523,1
user546,user1892,1
user1892,user546,1
user1615,user1539,3
user1888,user882,2
user1860,user1888,1
user546,user523,1
user1860,user1585,1
user1873,user523,1
user1317,user13,3
user13,user1317,3
user35,user1894,1
user35,user1884,1
user1872,user1873,1
user1873,user1872,1
user1872,user546,2
user546,user1872,1
user1894,user35,1
user1873,user546,1
user546,user1873,1
user1872,user1840,2
user1840,user1872,2
user546,user1895,1
user1895,user546,2
user1896,user546,2
user546,user1896,1
user1778,user1512,1
user1512,user1778,1
user1897,user35,5
user1896,user523,5
user1860,user1778,1
user1465,user1898,3
user1898,user1465,4
user1888,user905,1
user1566,user1201,8
user1566,user1386,10
user1487,user1566,3
user1386,user1487,4
user1317,user1566,3
user425,user1566,8
user1201,user1566,8
user1693,user882,1
user1487,user905,6
user1629,user905,3
user1317,user1629,2
user1629,user1317,2
user1755,user35,1
user1899,user1900,1
user1900,user1899,1
user1900,user35,1
user35,user1900,1
user1744,user1755,3
user1744,user1901,1
user1901,user1744,1
user13,user1902,1
user1902,user13,1
user1693,user1366,1
user1366,user1693,1
user539,user1902,1
user1902,user539,1
user1873,user1744,1
user1744,user1873,1
user1713,user905,1
user905,user1713,1
user1386,user1769,5
user1512,user1744,3
user1744,user1512,3
user1744,user523,1
user1774,user523,3
user1774,user36,7
user1686,user1860,1
user1860,user1686,1
user1873,user1899,1
user1899,user1873,1
user1,user1860,1
user1873,user1892,1
user1892,user1873,1
user1744,user1044,1
user1044,user1744,1
user523,user1675,2
user1675,user523,2
user523,user1903,1
user1903,user523,1
user1860,user1,10
user1765,user523,1
user1810,user1619,1
user1619,user1810,1
user1771,user1904,1
user1904,user1771,1
user1565,user1713,3
user1713,user1565,1
user1896,user1713,1
user1713,user1896,1
user13,user425,2
user882,user178,10
user1844,user1876,5
user1876,user1844,5
user1562,user1905,1
user1894,user1900,2
user1900,user1894,2
user1584,user1906,1
user1906,user1584,1
user905,user1907,1
user1907,user905,1
user1811,user905,2
user41,user537,1
user537,user41,1
user1348,user1802,1
user1906,user1908,1
user1908,user1906,1
user13,user1909,1
user1909,user13,1
user1888,user1860,1
user135,user1806,1
user1806,user135,1
user13,user1910,2
user1910,user13,2
user1585,user1911,1
user1396,user1911,1
user539,user1911,1
user1911,user539,1
user1529,user1771,1
user1201,user1753,-5
user539,user25,1
user309,user1753,-10
user13,user1753,-5
user1185,user1556,3
user1556,user1185,3
user1769,user1913,1
user523,user1914,3
user1915,user1281,1
user1915,user1916,1
user1281,user1915,1
user1629,user1778,2
user1913,user1769,1
user523,user1565,1
user1565,user523,2
user905,user309,1
user905,user1753,-10
user202,user1620,4
user1620,user202,4
user1487,user112,2
user1916,user1915,1
user1917,user1810,1
user1802,user1357,1
user1357,user1802,1
user1907,user35,2
user1744,user1918,1
user1918,user1744,1
user1899,user1919,1
user1919,user1899,1
user1744,user1920,2
user1920,user1744,2
user1386,user1566,8
user1894,user1921,1
user1744,user1922,1
user1922,user1744,1
user1281,user35,1
user35,user1281,1
user1922,user177,1
user177,user1922,2
user1771,user1529,1
user1713,user1771,-1
user1771,user1713,-1
user1525,user1771,1
user1281,user1744,2
user13,user1923,1
user1923,user13,1
user1771,user1921,1
user1860,user1924,1
user1924,user1860,1
user1771,user1565,4
user1565,user342,2
user342,user1565,2
user1921,user1894,1
user1860,user1806,1
user1806,user1860,1
user1911,user1386,1
user1693,user1922,1
user57,user1921,1
user1921,user57,1
user1585,user1925,1
user1925,user1585,1
user1769,user1690,4
user35,user1926,1
user35,user1916,1
user35,user1918,1
user1876,user1927,1
user1912,user1245,1
user35,user1928,1
user1928,user35,2
user1585,user1892,1
user1892,user1585,1
user1754,user1912,1
user1912,user1754,1
user1773,user1921,1
user1921,user1773,1
user905,user1357,-10
user546,user1357,-5
user1922,user823,1
user823,user1922,1
user1922,user1876,1
user1876,user1922,1
user1245,user1912,1
user1817,user1773,1
user1773,user1817,1
user1316,user57,3
user905,user1693,2
user1693,user1675,1
user1693,user1539,1
user1693,user178,1
user1693,user1,1
user1693,user1677,1
user1693,user1555,1
user1892,user1929,1
user1918,user35,1
user1929,user1892,1
user1927,user1876,1
user57,user1923,1
user1923,user57,1
user453,user1931,1
user1931,user453,1
user1,user1053,2
user1201,user1352,6
user1386,user1499,3
user1714,user1386,3
user1352,user1201,6
user1890,user1744,1
user1744,user1890,2
user1930,user1810,2
user1810,user1930,2
user1185,user1932,5
user1912,user1779,1
user1779,user1912,1
user35,user1933,1
user1860,user823,1
user823,user1860,1
user1933,user35,1
user1,user1753,-10
user1677,user1934,1
user1201,user1,10
user729,user1744,1
user1744,user729,1
user1744,user1935,1
user1935,user1744,1
user1,user1201,8
user1629,user1936,1
user1936,user1629,1
user823,user1937,1
user1860,user1386,1
user1612,user1744,3
user1744,user1612,3
user1921,user1744,1
user1744,user1921,1
user1744,user1940,1
user1940,user1744,1
user1937,user823,1
user1860,user363,1
user363,user1860,3
user905,user832,-10
user1677,user832,-10
user905,user1403,1
user1941,user1860,1
user1281,user1765,1
user1566,user1769,8
user540,user1744,1
user1744,user540,1
user1,user1366,3
user1317,user1942,1
user1942,user1317,1
user1744,user1765,2
user1765,user1744,2
user1885,user1744,2
user1744,user1885,2
user1744,user1893,1
user1893,user1744,1
user1893,user36,2
user1860,user1744,1
user1744,user1860,1
user1744,user1943,1
user1281,user1931,1
user1931,user1281,1
user1943,user1744,1
user36,user1893,2
user1217,user1281,2
user1629,user1921,1
user1921,user1629,1
user1896,user1921,2
user1921,user1896,1
user1921,user1944,1
user1944,user1921,1
user1944,user35,1
user1744,user1945,1
user1945,user1744,1
user1,user1944,2
user1944,user1,2
user1944,user1363,2
user1,user1363,6
user1810,user1811,1
user1811,user1810,1
user1754,user304,2
user1860,user1946,1
user1946,user1860,1
user1744,user1947,2
user1947,user1744,2
user1936,user1744,1
user1744,user1936,1
user1933,user1949,1
user1949,user1933,1
user905,user1788,1
user1788,user905,1
user1933,user905,1
user905,user1933,1
user41,user1885,2
user1885,user41,2
user1317,user1185,4
user1944,user1744,1
user546,user1543,2
user905,user1222,2
user1222,user905,3
user1396,user1810,1
user1810,user1396,1
user1810,user1950,1
user1950,user1810,1
user905,user1951,1
user537,user905,2
user1769,user1846,2
user1952,user1810,1
user35,user1951,1
user1713,user1933,1
user1933,user1713,1
user1352,user1713,2
user1713,user1352,3
user1899,user1713,1
user1713,user1899,1
user1352,user1363,-10
user1201,user1363,8
user1363,user1352,-1
user1539,user35,2
user1245,user1539,1
user1539,user1245,1
user1792,user1396,-1
user304,user202,1
user1629,user1937,2
user1562,user41,3
user1860,user1837,1
user1837,user1860,1
user1890,user1953,2
user1953,user1955,1
user1955,user1953,3
user1811,user1890,1
user1890,user1811,1
user729,user1899,2
user1899,user729,1
user1956,user1899,1
user1956,user905,1
user905,user1612,1
user1612,user905,1
user1201,user149,4
user1201,user537,8
user1675,user1899,1
user1899,user1675,1
user112,user1690,1
user112,user23,2
user1953,user1896,2
user1693,user1662,-1
user1896,user1953,3
user1896,user1955,1
user1955,user1896,1
user1937,user1811,1
user1953,user1945,2
user1860,user1757,1
user1757,user1860,1
user1937,user13,1
user13,user1937,1
user35,user1957,1
user35,user1958,2
user35,user1959,1
user35,user1960,1
user1959,user775,1
user1959,user35,1
user35,user1944,1
user1912,user1764,1
user1810,user1952,1
user1922,user1937,1
user309,user135,1
user1245,user1961,1
user1961,user1245,1
user1937,user1956,-5
user309,user1956,-10
user1922,user545,1
user1811,user1956,-10
user1811,user1937,1
user1317,user1512,2
user1512,user1317,3
user1765,user546,1
user546,user1765,1
user1890,user135,1
user1386,user135,8
user1834,user35,1
user1677,user1566,3
user935,user1899,1
user1899,user935,1
user1846,user1769,2
user1846,user1962,1
user1846,user274,4
user1810,user1938,1
user1938,user1810,1
user1860,user1963,1
user1860,user1941,2
user1896,user1744,2
user1744,user1896,1
user905,user1744,1
user1964,user1744,1
user1744,user1834,1
user1834,user1744,2
user1396,user1956,-5
user905,user1937,1
user1701,user1860,8
user1860,user1701,8
user1917,user1585,1
user1860,user1965,1
user1965,user1860,1
user57,user1317,1
user1317,user57,2
user1834,user1918,1
user35,user1964,1
user1964,user1810,1
user1499,user1451,5
user1499,user1386,3
user1802,user1917,1
user1917,user1802,1
user1962,user23,1
user1962,user135,1
user135,user304,1
user304,user135,1
user1964,user1917,-10
user1964,user1802,1
user1802,user1964,1
user1860,user1543,2
user1964,user1966,1
user1966,user1964,1
user1922,user1967,1
user1967,user1922,1
user729,user1281,1
user1281,user729,1
user135,user1968,1
user1968,user1969,1
user1969,user1968,2
user1968,user135,1
user135,user1956,-10
user135,user1937,-1
user1771,user1860,9
user184,user1860,1
user1860,user184,1
user184,user1783,-1
user1771,user1970,1
user1970,user1771,1
user41,user1053,5
user1899,user1922,1
user1922,user1899,1
user905,user135,1
user1281,user1396,1
user1810,user1971,1
user1971,user1810,1
user1967,user1964,1
user1964,user1967,1
user1972,user1922,3
user1922,user1972,1
user1744,user1964,1
user35,user1907,2
user1964,user1973,1
user1281,user1974,1
user1973,user1964,1
user1974,user1281,2
user1951,user35,1
user36,user1844,3
user1714,user1701,4
user1964,user1972,1
user1972,user1964,3
user1860,user1554,2
user1947,user1976,1
user1976,user1947,1
user135,user1890,1
user1810,user1400,1
user1400,user1810,1
user905,user1741,1
user1741,user905,1
user1937,user905,2
user1565,user1281,1
user1898,user35,5
user1899,user1951,1
user1951,user1899,1
user1899,user1956,-10
user1653,user35,1
user35,user1977,1
user1977,user35,1
user1977,user1964,1
user1964,user1977,1
user112,user235,1
user905,user1348,3
user1348,user905,3
user1769,user1845,5
user1977,user1978,1
user1281,user1892,1
user1892,user1281,1
user1978,user1977,1
user35,user1912,2
user1899,user1886,1
user1886,user1899,1
user1922,user1653,1
user1653,user1922,1
user1653,user36,1
user1764,user1912,1
user1912,user1979,1
user1960,user35,1
user35,user1970,1
user1979,user1912,1
user1978,user35,1
user1860,user1951,1
user1899,user1943,1
user1943,user1899,1
user1860,user1981,1
user1981,user1860,1
user1757,user1810,2
user908,user687,5
user908,user1981,1
user1348,user1316,1
user1981,user908,1
user35,user1978,1
user1982,user7,1
user35,user1983,1
user35,user1653,1
user1556,user292,2
user1960,user1281,1
user1281,user1960,1
user35,user1898,2
user1953,user1984,1
user1984,user1953,1
user1555,user1860,1
user1860,user1555,1
user1984,user1735,1
user1727,user1281,1
user1982,user1951,1
user1727,user1976,1
user1984,user1317,1
user1984,user135,1
user7,user1204,1
user1204,user7,1
user1860,user1713,1
user112,user1701,1
user26,user1985,1
user1985,user26,2
user1916,user1653,1
user1653,user1916,1
user1713,user1860,1
